Strand	locus1	locus2	code	code2	Gene name	SEG	Chr
-	26043277	26043657	NC_000006	1-B	HIST1H2BB	__SEG__	Chr6
+	27133072	27133464	NC_000006	1	HIST1H2AG	__SEG__	Chr6
-	26198851	26199243	NC_000006	1-D	HIST1H2AD	__SEG__	Chr6
-	27814354	27814740	NC_000006	H2aj	HIST1H2AJ	__SEG__	Chr6
-	31659063	31659947	NC_000006	C6orf47	C6orf47	__SEG__	Chr6
-	138217988	138218395	NC_000006	protein	PBOV1	__SEG__	Chr6
-	116252764	116254008	NC_000006	4	TSPYL4	__SEG__	Chr6


-	29044213	29045175	NC_000006	2W1	OR2W1	__SEG__	Chr6
+	29173636	29174574	NC_000006	2J2	OR2J2	__SEG__	Chr6
-	131700469	131701401	NC_000006	2A4	OR2A4	__SEG__	Chr6
+	29306690	29307655	NC_000006	14J1	OR14J1	__SEG__	Chr6
-	29374337	29375287	NC_000006	12D3	OR12D3	__SEG__	Chr6
-	144095237	144095497	NC_000006	5	SF3B5	__SEG__	Chr6
+	89894469	89896100	NC_000006	protein	GJA10	__SEG__	Chr6
-	27911246	27912319	NC_000006	2B2	OR2B2	__SEG__	Chr6
+	1312705	1313916	NC_000006	Q1	FOXQ1	__SEG__	Chr6
-	27309063	27312170	NC_000006	2	POM121L2	__SEG__	Chr6
-	29486766	29487902	NC_000006	MRG	MAS1L	__SEG__	Chr6
+	132552693	132553721	NC_000006	8	TAAR8	__SEG__	Chr6
-	27146418	27146798	NC_000006	1-K	HIST1H2BK	__SEG__	Chr6
+	27147129	27147515	NC_000006	1-H	HIST1H2AH	__SEG__	Chr6
+	52403214	52404278	NC_000006	beta	PAQR8	__SEG__	Chr6
-	132644984	132646003	NC_000006	1	TAAR1	__SEG__	Chr6
+	22569576	22570331	NC_000006	1	HDGFL1	__SEG__	Chr6
-	49785934	49787187	NC_000006	2	PGK2	__SEG__	Chr6
-	656108	656944	NC_000006	HUS1B	HUS1B	__SEG__	Chr6
+	33455101	33456522	NC_000006	9	ZBTB9	__SEG__	Chr6
+	83523442	83524683	NC_000006	precursor	PRSS35	__SEG__	Chr6
+	25726909	25727292	NC_000006	1-A	HIST1H2BA	__SEG__	Chr6
-	25726132	25726527	NC_000006	1-A	HIST1H2AA	__SEG__	Chr6
+	132538290	132539336	NC_000006	9	TAAR9	__SEG__	Chr6
+	132570322	132571359	NC_000006	6	TAAR6	__SEG__	Chr6
-	137493352	137494170	NC_000006	3	OLIG3	__SEG__	Chr6
-	166307255	166308142	NC_000006	18	PRR18	__SEG__	Chr6
+	24357640	24357894	NC_000006	1	KAAG1	__SEG__	Chr6
-	87284241	87284912	NC_000006	protein	GJB7	__SEG__	Chr6
-	18121419	18122606	NC_000006	NHLRC1	NHLRC1	__SEG__	Chr6

+	26158098	26158550	NC_000006	X1	HIST1H2BD	__SEG__	Chr6
-	31899926	31901305	NC_000006	X1	ZBTB12	__SEG__	Chr6
+	26545207	26545479	NC_000006	X1	HMGN4	__SEG__	Chr6
+	96203156	96204235	NC_000006	X1	FUT9	__SEG__	Chr6
+	130440423	130441898	NC_000006	X1	TMEM200A	__SEG__	Chr6
+	49550793	49551527	NC_000006	X1	C6orf141	__SEG__	Chr6
+	13977120	13977863	NC_000006	X1	RNF182	__SEG__	Chr6
+	3849812	3850789	NC_000006	X1	FAM50B	__SEG__	Chr6
+	65302522	65304939	NC_000006	X1	LOC441155	__SEG__	Chr6
+	324775	326829	NC_000006	X1	DUSP22	__SEG__	Chr6
-	96798472	96799731	NC_000006	X1	GPR63	__SEG__	Chr6
+	86897118	86897732	NC_000006	At4g22670	LOC107986532	__SEG__	Chr6
-	92644473	92644805	NC_000006	PRAC2	LOC102724665	__SEG__	Chr6
+	909269	910969	NC_000006	LOC101927353	LOC101927353	__SEG__	Chr6
-	1311699	1312346	NC_000006	LOC107986554	LOC107986554	__SEG__	Chr6
+	42452821	42453918	NC_000006	2-like	LOC107986596	__SEG__	Chr6
+	29462004	29462720	NC_000006	X2	OR2H1	__SEG__	Chr6
-	29355230	29356195	NC_000006	X1	OR5V1	__SEG__	Chr6
-	72961396	>72961611	NC_000006	C9orf85-like	LOC112267959	__SEG__	Chr6
+	170306147	170306743	NC_000006	LOC112267971	LOC112267971	__SEG__	Chr6
+	111872732	111873592	NC_000006	LOC102724646	LOC102724646	__SEG__	Chr6
-	19116713	19117321	NC_000007	1	TWIST1	__SEG__	Chr7
+	141918876	141919820	NC_000007	9A4	OR9A4	__SEG__	Chr7
-	143026200	143027132	NC_000007	9A2	OR9A2	__SEG__	Chr7
+	144129113	144130045	NC_000007	2A14	OR2A14	__SEG__	Chr7
+	143052341	143053282	NC_000007	6V1	OR6V1	__SEG__	Chr7
-	144231911	144232843	NC_000007	2A1/2A42	OR2A42	__SEG__	Chr7
-	144186929	144188383	NC_000007	35	ARHGEF35	__SEG__	Chr7
+	144095108	144096040	NC_000007	2A12	OR2A12	__SEG__	Chr7
+	144074220	144075152	NC_000007	2A25	OR2A25	__SEG__	Chr7
+	143935233	143936186	NC_000007	2F2	OR2F2	__SEG__	Chr7
-	99876062	99877033	NC_000007	2AE1	OR2AE1	__SEG__	Chr7
+	144003997	144004932	NC_000007	6B1	OR6B1	__SEG__	Chr7
+	144318125	144319057	NC_000007	2A1/2A42	OR2A1	__SEG__	Chr7
-	144258696	144259628	NC_000007	2A7	OR2A7	__SEG__	Chr7
+	144109583	144110539	NC_000007	2A2	OR2A2	__SEG__	Chr7
-	64991212	64993026	NC_000007	precursor	ERV3-1	__SEG__	Chr7
+	143571818	143574151	NC_000007	15	CTAGE15	__SEG__	Chr7
-	100888843	100889271	NC_000007	1	UFSP1	__SEG__	Chr7

+	1091729	1092856	NC_000007	1	GPER1	__SEG__	Chr7
+	128457269	128457460	NC_000007	protein	HILPDA	__SEG__	Chr7
+	111122773	111124899	NC_000007	precursor	LRRN3	__SEG__	Chr7
-	135927274	135927450	NC_000007	6	LUZP6	__SEG__	Chr7

-	124031861	124033003	NC_000007	229A	TMEM229A	__SEG__	Chr7
-	56116021	56116314	NC_000007	2	NUPR2	__SEG__	Chr7


-	93101328	93106097	NC_000007	9	SAMD9	__SEG__	Chr7
+	12688255	12688857	NC_000007	4A	ARL4A	__SEG__	Chr7
+	2432640	2433884	NC_000007	12	CHST12	__SEG__	Chr7
-	144266917	144269250	NC_000007	8	CTAGE8	__SEG__	Chr7


+	29566330	29566719	NC_000007	15	PRR15	__SEG__	Chr7
-	143510933	143511911	NC_000007	10AC1	OR10AC1	__SEG__	Chr7
-	93131217	93135971	NC_000007	9-like	SAMD9L	__SEG__	Chr7
-	113117399	113117578	NC_000007	precursor	SMIM30	__SEG__	Chr7
-	5427583	5428248	NC_000007	LOC100129484	LOC100129484	__SEG__	Chr7
-	101162996	101164843	NC_000007	precursor	VGF	__SEG__	Chr7


+	100706831	100707253	NC_000007	p20	POP7	__SEG__	Chr7
+	144050402	144051337	NC_000007	2A5	OR2A5	__SEG__	Chr7
-	28955611	28958046	NC_000007	precursor	TRIL	__SEG__	Chr7
+	141764159	141765109	NC_000007	3	TAS2R3	__SEG__	Chr7
+	141778489	141779388	NC_000007	4	TAS2R4	__SEG__	Chr7
-	122994759	122995634	NC_000007	16	TAS2R16	__SEG__	Chr7
+	135164442	135164999	NC_000007	140	TMEM140	__SEG__	Chr7
+	141790362	141791261	NC_000007	5	TAS2R5	__SEG__	Chr7
-	4859897	4861810	NC_000007	beta	PAPOLB	__SEG__	Chr7
-	128028679	128030640	NC_000007	precursor	LRRC4	__SEG__	Chr7
-	31338255	31339268	NC_000007	6	NEUROD6	__SEG__	Chr7
+	150336862	150337641	NC_000007	61	LRRC61	__SEG__	Chr7
+	101087313	101089580	NC_000007	TRIM56	TRIM56	__SEG__	Chr7
-	73682743	73683423	NC_000007	precursor	DNAJC30	__SEG__	Chr7
-	77793972	77794373	NC_000007	60	TMEM60	__SEG__	Chr7
-	44884410	44885348	NC_000007	Pur-beta	PURB	__SEG__	Chr7
+	150330405	150331115	NC_000007	protein	ZBED6CL	__SEG__	Chr7
-	130733062	130734033	NC_000007	14	KLF14	__SEG__	Chr7
-	122697788	122698918	NC_000007	precursor	RNF133	__SEG__	Chr7
+	48924673	48926016	NC_000007	CDC14C	CDC14C	__SEG__	Chr7
-	88794181	88794942	NC_000007	47	TEX47	__SEG__	Chr7

+	150519975	150520877	NC_000007	7	GIMAP7	__SEG__	Chr7
-	106660189	106660896	NC_000007	71L	CCDC71L	__SEG__	Chr7
-	18026826	18027782	NC_000007	3	PRPS1L1	__SEG__	Chr7
-	141972688	141973689	NC_000007	38	TAS2R38	__SEG__	Chr7
+	143183419	143184435	NC_000007	39	TAS2R39	__SEG__	Chr7
+	143222079	143223050	NC_000007	40	TAS2R40	__SEG__	Chr7
+	143477873	143478796	NC_000007	41	TAS2R41	__SEG__	Chr7
+	143443453	143444409	NC_000007	60	TAS2R60	__SEG__	Chr7
+	98212310	98212879	NC_000007	15	BHLHA15	__SEG__	Chr7
-	143755325	143757658	NC_000007	6	CTAGE6	__SEG__	Chr7
+	53035672	53036562	NC_000007	12	POM121L12	__SEG__	Chr7
-	122701833	122702750	NC_000007	precursor	RNF148	__SEG__	Chr7
+	144183504	144185837	NC_000007	4	CTAGE4	__SEG__	Chr7


















+	100127396	100128196	NC_000007	X1	MBLAC1	__SEG__	Chr7
+	63756823	63757320	NC_000007	FLJ44672	LOC100996365	__SEG__	Chr7
+	63755000	63755497	NC_000007	FLJ92257	LOC100996414	__SEG__	Chr7
+	28409783	28410619	NC_000007	X7	CREB5	__SEG__	Chr7
+	143959971	143960924	NC_000007	X1	OR2F1	__SEG__	Chr7
+	107474061	107475362	NC_000007	X1	GPR22	__SEG__	Chr7
-	1545376	1546776	NC_000007	X1	TMEM184A	__SEG__	Chr7
+	1744597	1747083	NC_000007	X1	ELFN1	__SEG__	Chr7
-	113083609	113084721	NC_000007	X1	GPR85	__SEG__	Chr7
-	50445263	50447287	NC_000007	X1	FIGNL1	__SEG__	Chr7
+	33727630	33728265	NC_000007	FLJ20712	FLJ20712	__SEG__	Chr7

+	1065077	1066060	NC_000007	LOC107986755	LOC107986755	__SEG__	Chr7
-	43926136	43926786	NC_000007	LOC107986791	LOC107986791	__SEG__	Chr7
-	51392033	51392656	NC_000007	FLJ46235	LOC107986794	__SEG__	Chr7
+	55088167	55089075	NC_000007	LOC107986797	LOC107986797	__SEG__	Chr7
+	63762148	63762645	NC_000007	FLJ44672	LOC107986803	__SEG__	Chr7
+	63765043	63765654	NC_000007	FLJ44672	LOC107986805	__SEG__	Chr7
+	74532692	74533213	NC_000007	LOC107986810	LOC107986810	__SEG__	Chr7
-	158781695	158782624	NC_000007	FLJ46204	LOC105379752	__SEG__	Chr7
+	137014866	137016266	NC_000007	X1	CHRM2	__SEG__	Chr7
-	99546686	99548407	NC_000007	X1	FAM200A	__SEG__	Chr7
+	<63751410	63751898	NC_000007	FLJ44672	LOC107986729	__SEG__	Chr7
-	39949650	39950363	NC_000007	homolog	LOC112267983	__SEG__	Chr7
-	429670	430377	NC_000007	LOC112267991	LOC112267991	__SEG__	Chr7
-	6955569	6956552	NC_000007	LOC112267992	LOC112267992	__SEG__	Chr7
-	56814735	56815283	NC_000007	FLJ44672	LOC112267996	__SEG__	Chr7
-	56825820	56826368	NC_000007	FLJ44672	LOC107986801	__SEG__	Chr7
-	56824078	56824626	NC_000007	FLJ44672	LOC112267997	__SEG__	Chr7
+	63756071	63756604	NC_000007	FLJ44672	LOC112268000	__SEG__	Chr7
+	63752472	63753005	NC_000007	FLJ44672	LOC112268001	__SEG__	Chr7
+	63757894	63758427	NC_000007	FLJ44672	LOC112268002	__SEG__	Chr7
+	63759717	63760250	NC_000007	FLJ44672	LOC112268003	__SEG__	Chr7
+	63761396	63761929	NC_000007	FLJ44672	LOC112268004	__SEG__	Chr7
+	63750649	63751182	NC_000007	FLJ44672	LOC112267919	__SEG__	Chr7
+	63754247	63754780	NC_000007	FLJ44672	LOC112268005	__SEG__	Chr7
+	63760469	63760966	NC_000007	FLJ92257	LOC107986804	__SEG__	Chr7
-	157861366	157862283	NC_000007	LOC112268013	LOC112268013	__SEG__	Chr7

-	166086	167024	NC_000008	4F21	OR4F21	__SEG__	Chr8
+	13566992	13567951	NC_000008	C8orf48	C8orf48	__SEG__	Chr8
-	81693656	81694972	NC_000008	precursor	SLC10A5	__SEG__	Chr8
+	11761414	11762106	NC_000008	C8orf49	C8orf49	__SEG__	Chr8
-	76983261	76984178	NC_000008	2	PEX2	__SEG__	Chr8
-	144850664	144851338	NC_000008	5	COMMD5	__SEG__	Chr8
+	127415867	127416946	NC_000008	1B	POU5F1B	__SEG__	Chr8
-	12132417	12134009	NC_000008	7	USP17L7	__SEG__	Chr8
-	7976393	7977985	NC_000008	3	USP17L3	__SEG__	Chr8
-	7971661	7973253	NC_000008	8	USP17L8	__SEG__	Chr8
+	7332387	7333979	NC_000008	1	USP17L1	__SEG__	Chr8
+	7337115	7338707	NC_000008	4	USP17L4	__SEG__	Chr8
-	47737311	47738120	NC_000008	delta	CEBPD	__SEG__	Chr8
+	52939908	52940894	NC_000008	1	NPBWR1	__SEG__	Chr8
-	141356847	141357923	NC_000008	20	GPR20	__SEG__	Chr8
-	56112942	56113982	NC_000008	mos	MOS	__SEG__	Chr8
-	123253325	123255946	NC_000008	1	ZHX1	__SEG__	Chr8
-	26507661	26508755	NC_000008	Ma2	PNMA2	__SEG__	Chr8
+	143649873	143651483	NC_000008	1	ZNF623	__SEG__	Chr8
+	66429132	66430229	NC_000008	homolog	RRS1	__SEG__	Chr8
-	142613081	142614271	NC_000008	protein	ARC	__SEG__	Chr8
+	124450928	124452274	NC_000008	homolog	TRMT12	__SEG__	Chr8
+	40153533	40153853	NC_000008	regulator	TCIM	__SEG__	Chr8
+	98427980	98429413	NC_000008	2	KCNS2	__SEG__	Chr8
+	95154045	95154794	NC_000008	2	PLEKHF2	__SEG__	Chr8
+	143597904	143599832	NC_000008	5	TIGD5	__SEG__	Chr8
-	97276591	97277844	NC_000008	5	TSPYL5	__SEG__	Chr8
+	11331107	11332123	NC_000008	G5	SLC35G5	__SEG__	Chr8
+	64580791	64581936	NC_000008	22	BHLHE22	__SEG__	Chr8
-	87872784	87873971	NC_000008	2	DCAF4L2	__SEG__	Chr8
-	108784181	108785098	NC_000008	74	TMEM74	__SEG__	Chr8
+	143249841	143250440	NC_000008	homolog	ZFP41	__SEG__	Chr8

-	12137168	12138760	NC_000008	17	USP17L2	__SEG__	Chr8
-	143429345	143430406	NC_000008	MafA	MAFA	__SEG__	Chr8
-	85790325	85792352	NC_000008	GOR	LOC100288562	__SEG__	Chr8
+	122951511	122954024	NC_000008	X1	ZHX2	__SEG__	Chr8
+	85735314	85737341	NC_000008	GOR	LOC101929601	__SEG__	Chr8
-	85744489	85746516	NC_000008	GOR	LOC101929627	__SEG__	Chr8
+	18400004	18400876	NC_000008	X1	NAT2	__SEG__	Chr8
+	30645310	30645597	NC_000008	X1	SMIM18	__SEG__	Chr8
-	713895	714917	NC_000008	X21	ERICH1	__SEG__	Chr8
-	93733405	93736410	NC_000008	X1	RBM12B	__SEG__	Chr8
-	9140794	9141651	NC_000008	X1	PPP1R3B	__SEG__	Chr8
+	58146231	58147343	NC_000008	X1	FAM110B	__SEG__	Chr8
+	2001193	2003064	NC_000008	X1	KBTBD11	__SEG__	Chr8
-	22604588	22605328	NC_000008	2-like	LOC107986876	__SEG__	Chr8
+	101493273	101494277	NC_000008	X3	GRHL2	__SEG__	Chr8
+	102412348	102412995	NC_000008	LOC105375683	LOC105375683	__SEG__	Chr8
-	21384763	21385329	NC_000009	precursor	IFNA2	__SEG__	Chr9
+	38395749	38397302	NC_000009	precursor	ALDH1B1	__SEG__	Chr9
-	104526253	104527209	NC_000009	13C4	OR13C4	__SEG__	Chr9
+	122788933	122789895	NC_000009	5C1	OR5C1	__SEG__	Chr9
-	104617248	104618204	NC_000009	13C9	OR13C9	__SEG__	Chr9
-	104535770	104536813	NC_000009	13C3	OR13C3	__SEG__	Chr9
-	25677683	25678321	NC_000009	protein	TUSC1	__SEG__	Chr9
-	137301584	137301928	NC_000009	protein	NRARP	__SEG__	Chr9
-	122476958	122477926	NC_000009	1J1	OR1J1	__SEG__	Chr9
+	122519141	122520082	NC_000009	1J4	OR1J4	__SEG__	Chr9
+	122749848	122750783	NC_000009	1L6	OR1L6	__SEG__	Chr9
+	122553170	122554162	NC_000009	1N2	OR1N2	__SEG__	Chr9
-	104604671	104605627	NC_000009	13C2	OR13C2	__SEG__	Chr9
-	104598457	104599413	NC_000009	13C5	OR13C5	__SEG__	Chr9
+	104569168	104570130	NC_000009	13C8	OR13C8	__SEG__	Chr9
+	104694422	104695462	NC_000009	13D1	OR13D1	__SEG__	Chr9
+	104504263	104505222	NC_000009	13F1	OR13F1	__SEG__	Chr9
-	35869463	35870401	NC_000009	13J1	OR13J1	__SEG__	Chr9
+	122675130	122676104	NC_000009	1L3	OR1L3	__SEG__	Chr9
+	122723990	122724925	NC_000009	1L4	OR1L4	__SEG__	Chr9
+	122661716	122662648	NC_000009	1L1	OR1L1	__SEG__	Chr9
+	77019655	77020953	NC_000009	B2	FOXB2	__SEG__	Chr9
+	35906288	35906635	NC_000009	1	HRCT1	__SEG__	Chr9
+	136844415	136847345	NC_000009	homolog	AJM1	__SEG__	Chr9
-	41127130	41128383	NC_000009	6	FOXD4L6	__SEG__	Chr9

-	112997120	112998259	NC_000009	883	ZNF883	__SEG__	Chr9
-	65283127	65284377	NC_000009	5	FOXD4L5	__SEG__	Chr9
+	126832510	126833913	NC_000009	43	ZBTB43	__SEG__	Chr9
+	35910419	35910691	NC_000009	response	SPAAR	__SEG__	Chr9
+	134026748	134027002	NC_000009	LOC266655	BRD3OS	__SEG__	Chr9
-	86945742	86946779	NC_000009	precursor	GAS1	__SEG__	Chr9
-	21304687	21305256	NC_000009	precursor	IFNA5	__SEG__	Chr9
+	21409177	21409746	NC_000009	precursor	IFNA8	__SEG__	Chr9
-	21206528	21207097	NC_000009	precursor	IFNA10	__SEG__	Chr9
-	21239366	21239935	NC_000009	precursor	IFNA14	__SEG__	Chr9
-	21216736	21217305	NC_000009	precursor	IFNA16	__SEG__	Chr9
-	21166043	21166612	NC_000009	precursor	IFNA21	__SEG__	Chr9
-	21077306	21077869	NC_000009	precursor	IFNB1	__SEG__	Chr9
-	21140983	21141570	NC_000009	precursor	IFNW1	__SEG__	Chr9
-	69013037	69014092	NC_000009	gamma	PRKACG	__SEG__	Chr9
+	97853915	97855036	NC_000009	E1	FOXE1	__SEG__	Chr9
+	89001201	89002337	NC_000009	3	S1PR3	__SEG__	Chr9
+	123034567	123035616	NC_000009	21	GPR21	__SEG__	Chr9
+	105662497	105662823	NC_000009	2	TAL2	__SEG__	Chr9

+	19049660	19050601	NC_000009	A	RRAGA	__SEG__	Chr9
-	122910798	122912072	NC_000009	6	ZBTB6	__SEG__	Chr9
-	108854683	108855930	NC_000009	7B	ACTL7B	__SEG__	Chr9
+	108862323	108863630	NC_000009	7A	ACTL7A	__SEG__	Chr9
-	21367438	21368010	NC_000009	precursor	IFNA13	__SEG__	Chr9
-	122526358	122527293	NC_000009	1N1	OR1N1	__SEG__	Chr9
+	122614738	122615682	NC_000009	1Q1	OR1Q1	__SEG__	Chr9

-	90613228	90613827	NC_000009	Di-Ras2	DIRAS2	__SEG__	Chr9

-	21333006	21334859	NC_000009	9	KLHL9	__SEG__	Chr9
-	35957139	35958098	NC_000009	2S2	OR2S2	__SEG__	Chr9
+	27524337	27524960	NC_000009	precursor	IFNK	__SEG__	Chr9
-	122918609	122919934	NC_000009	26	ZBTB26	__SEG__	Chr9
-	21350318	21350887	NC_000009	precursor	IFNA6	__SEG__	Chr9
-	21201596	21202165	NC_000009	precursor	IFNA7	__SEG__	Chr9
-	21186962	21187531	NC_000009	precursor	IFNA4	__SEG__	Chr9
-	21227604	21228173	NC_000009	precursor	IFNA17	__SEG__	Chr9
+	21440508	21441077	NC_000009	precursor	IFNA1	__SEG__	Chr9
-	113373599	113374354	NC_000009	3	HDHD3	__SEG__	Chr9
-	137220427	137221212	NC_000009	208	RNF208	__SEG__	Chr9
+	137552082	137552495	NC_000009	mitochondrial	MRPL41	__SEG__	Chr9
-	37887657	37888550	NC_000009	51	SLC25A51	__SEG__	Chr9
-	137205004	137205414	NC_000009	203	TMEM203	__SEG__	Chr9
+	122800123	122801073	NC_000009	1K1	OR1K1	__SEG__	Chr9

-	101594409	101594930	NC_000009	2	PPP3R2	__SEG__	Chr9
-	34610805	34611296	NC_000009	protein	RPP25L	__SEG__	Chr9
-	214509	215396	NC_000009	C9orf66	C9orf66	__SEG__	Chr9
+	136484449	136485060	NC_000009	C9orf163	C9orf163	__SEG__	Chr9
-	32630099	32635579	NC_000009	1-like	TAF1L	__SEG__	Chr9
-	21481068	21481694	NC_000009	precursor	IFNE	__SEG__	Chr9
-	130893428	130893838	NC_000009	preproprotein	QRFP	__SEG__	Chr9

+	68302952	68304205	NC_000009	3	FOXD4L3	__SEG__	Chr9
+	65737146	65738396	NC_000009	4	FOXD4L4	__SEG__	Chr9
-	129176838	129178052	NC_000009	protein	IER5L	__SEG__	Chr9
+	4662376	4663263	NC_000009	6	PLPP6	__SEG__	Chr9
-	111327483	111328433	NC_000009	2K2	OR2K2	__SEG__	Chr9
-	116800	118119	NC_000009	D4	FOXD4	__SEG__	Chr9
+	32784184	32784891	NC_000009	215	TMEM215	__SEG__	Chr9
-	37440518	37442551	NC_000009	X1	ZBTB5	__SEG__	Chr9
+	61983680	61984420	NC_000009	LOC100132874	LOC100132874	__SEG__	Chr9
-	113297606	113298184	NC_000009	X1	RNF183	__SEG__	Chr9
-	122567548	122568477	NC_000009	X1	OR1L8	__SEG__	Chr9
-	27948851	27950671	NC_000009	X1	LINGO2	__SEG__	Chr9
+	116697743	116699704	NC_000009	X1	TRIM32	__SEG__	Chr9
-	122628579	122629535	NC_000009	X1	OR1B1	__SEG__	Chr9
-	91409346	91410734	NC_000009	X1	NFIL3	__SEG__	Chr9
-	34370799	34372943	NC_000009	X1	MYORG	__SEG__	Chr9
+	84000987	84002864	NC_000009	X1	RMI1	__SEG__	Chr9
-	101475881	101477092	NC_000009	X1	TMEM246	__SEG__	Chr9
+	135484511	135488140	NC_000009	X1	PPP1R26	__SEG__	Chr9
-	61003244	>61003885	NC_000009	658B-like	LOC107984126	__SEG__	Chr9
+	118763879	118764277	NC_000009	chain-like	LOC107987035	__SEG__	Chr9
-	707423	708325	NC_000009	A-like	LOC107987042	__SEG__	Chr9

+	92808546	92809298	NC_000009	LOC107987096	LOC107987096	__SEG__	Chr9

-	106859945	106860520	NC_000009	LOC105376204	LOC105376204	__SEG__	Chr9
+	121811194	121812111	NC_000009	LOC107987125	LOC107987125	__SEG__	Chr9
-	133060607	133061332	NC_000009	LOC100996574	LOC100996574	__SEG__	Chr9
+	136118601	136119476	NC_000009	LOC107987142	LOC107987142	__SEG__	Chr9
+	122510802	122511743	NC_000009	X1	OR1J2	__SEG__	Chr9
-	136116481	136116900	NC_000009	X1	TMEM250	__SEG__	Chr9
-	63044567	63045061	NC_000009	86-like	LOC107987004	__SEG__	Chr9

-	107282906	107283631	NC_000009	LOC112268052	LOC112268052	__SEG__	Chr9
+	83508325	83509410	NC_000023	4	POU3F4	__SEG__	ChrX
+	116172281	116173372	NC_000023	receptor	AGTR2	__SEG__	ChrX
+	112454729	112455661	NC_000023	4	RTL4	__SEG__	ChrX
+	131544074	131545000	NC_000023	13H1	OR13H1	__SEG__	ChrX
-	102140780	102141331	NC_000023	6	TCEAL6	__SEG__	ChrX
+	155382115	155383230	NC_000023	protein	F8A2	__SEG__	ChrX
-	155457485	155458600	NC_000023	protein	F8A3	__SEG__	ChrX
-	152134511	152135620	NC_000023	10	MAGEA10	__SEG__	ChrX

-	73078784	73079386	NC_000023	2	PABPC1L2A	__SEG__	ChrX
-	103273943	103274563	NC_000023	5	TCEAL5	__SEG__	ChrX
-	126164533	126165924	NC_000023	2	DCAF12L2	__SEG__	ChrX
+	37008411	37011518	NC_000023	FAM47C	FAM47C	__SEG__	ChrX
-	27979532	27981334	NC_000023	1	DCAF8L1	__SEG__	ChrX
+	154885050	154885397	NC_000023	1	H2AFB1	__SEG__	ChrX
+	155380787	155381134	NC_000023	2/3	H2AFB2	__SEG__	ChrX
-	72129831	72131540	NC_000023	5	RTL5	__SEG__	ChrX
-	77968874	77969638	NC_000023	4	PGAM4	__SEG__	ChrX
+	102937319	102938155	NC_000023	Rab-40A-like	RAB40AL	__SEG__	ChrX
+	73003643	73004245	NC_000023	2	PABPC1L2B	__SEG__	ChrX
+	135032384	135032725	NC_000023	8B	RTL8C	__SEG__	ChrX
-	135022118	135022459	NC_000023	8B	RTL8B	__SEG__	ChrX

-	149582232	149583179	NC_000023	9	MAGEA9B	__SEG__	ChrX
+	41695634	41696779	NC_000023	34	GPR34	__SEG__	ChrX
+	71223708	71224559	NC_000023	protein	GJB1	__SEG__	ChrX
+	35802197	35803171	NC_000023	B16	MAGEB16	__SEG__	ChrX
+	119758668	119759615	NC_000023	SOWAHD	SOWAHD	__SEG__	ChrX

-	24310862	24313393	NC_000023	precursor	SUPT20HL2	__SEG__	ChrX
+	24362683	24365424	NC_000023	precursor	SUPT20HL1	__SEG__	ChrX
-	103676161	103677027	NC_000023	2	MORF4L2	__SEG__	ChrX
+	104114112	104115323	NC_000023	18	ZCCHC18	__SEG__	ChrX
+	145822426	145824963	NC_000023	precursor	SLITRK2	__SEG__	ChrX
+	49880308	49881624	NC_000023	27	USP27X	__SEG__	ChrX
+	115189442	115192645	NC_000023	X-linked-like-3	RBMXL3	__SEG__	ChrX

+	134991096	134991347	NC_000023	10	SMIM10	__SEG__	ChrX
+	152736162	152737106	NC_000023	12	MAGEA12	__SEG__	ChrX
+	102602142	102603818	NC_000023	5	ARMCX5	__SEG__	ChrX

-	2488635	2490719	NC_000023	1	ZBED1	__SEG__	ChrX
+	120253416	120255434	NC_000023	Kaiso	ZBTB33	__SEG__	ChrX

+	125320120	125323101	NC_000023	13C	TEX13C	__SEG__	ChrX
+	13708747	13709352	NC_000023	Rab-9A	RAB9A	__SEG__	ChrX
+	40623566	40623976	NC_000023	protein	MPC1L	__SEG__	ChrX
+	111901850	111902185	NC_000023	TRPC5OS	TRPC5OS	__SEG__	ChrX
+	101488590	101495462	NC_000023	4	ARMCX4	__SEG__	ChrX
+	140091743	140092564	NC_000023	LOC389895	LOC389895	__SEG__	ChrX
-	37043023	37043688	NC_000023	18	FTH1P18	__SEG__	ChrX
+	26217302	26218129	NC_000023	B5	MAGEB5	__SEG__	ChrX
+	16170383	16171393	NC_000023	B17	MAGEB17	__SEG__	ChrX
-	78272733	78273746	NC_000023	1	CYSLTR1	__SEG__	ChrX
-	57680123	57680260	NC_000023	2B	NLRP2B	__SEG__	ChrX

+	152717107	152718051	NC_000023	2	MAGEA2B	__SEG__	ChrX
+	56729354	56729560	NC_000023	association	NBDY	__SEG__	ChrX
-	135098397	135098633	NC_000023	2B	SMIM10L2B	__SEG__	ChrX
+	103331404	103331706	NC_000023	7	TCEAL7	__SEG__	ChrX
+	107794221	107794682	NC_000023	2-like	NCBP2L	__SEG__	ChrX
+	102748996	102750639	NC_000023	Bhlhb9	ARMCX5-GPRASP2	__SEG__	ChrX
+	27746896	27748791	NC_000023	2	DCAF8L2	__SEG__	ChrX
+	134244801	134245778	NC_000023	160	CCDC160	__SEG__	ChrX
+	111518858	111519130	NC_000023	890	SERTM2	__SEG__	ChrX
-	153318938	153320674	NC_000023	Ma6F	PNMA6F	__SEG__	ChrX
